Count;Name;Angle;Color;Delta X;Delta Y;Delta Z;End X;End Y;End Z;Hyperlink;Layer;Length;Linetype;Linetype Scale;Lineweight;Plot Style;Start X;Start Y;Start Z;Thickness
1;Line;289.15;ByLayer;56.2005;-161.8659;0.0000;13434.9388;5236.9972;0.0000;;L_4;171.3448;ByLayer;1.0000;ByLayer;ByLayer;13378.7383;5398.8631;0.0000;0.0000
1;Line;180.00;ByLayer;-1016.3466;0.0000;0.0000;12362.3917;5398.8631;0.0000;;L_5;1016.3466;ByLayer;1.0000;ByLayer;ByLayer;13378.7383;5398.8631;0.0000;0.0000
1;Line;359.94;ByLayer;880.3407;-0.8862;0.0000;13162.7263;6021.0100;0.0000;;L_5;880.3412;ByLayer;1.0000;ByLayer;ByLayer;12282.3856;6021.8961;0.0000;0.0000
1;Line;97.32;ByLayer;-80.0061;623.0330;0.0000;12282.3856;6021.8961;0.0000;;L_5;628.1490;ByLayer;1.0000;ByLayer;ByLayer;12362.3917;5398.8631;0.0000;0.0000
1;Line;98.56;ByLayer;-7.9691;52.9429;0.0000;12631.0436;7407.6474;0.0000;;L_8;53.5393;ByLayer;1.0000;ByLayer;ByLayer;12639.0127;7354.7045;0.0000;0.0000
1;Line;96.83;ByLayer;-9.0134;75.2079;0.0000;12639.0127;7354.7045;0.0000;;L_8;75.7461;ByLayer;1.0000;ByLayer;ByLayer;12648.0261;7279.4965;0.0000;0.0000
1;Line;99.77;ByLayer;-9.1316;53.0287;0.0000;12621.9120;7460.6761;0.0000;;L_8;53.8092;ByLayer;1.0000;ByLayer;ByLayer;12631.0436;7407.6474;0.0000;0.0000
1;Line;101.65;ByLayer;-10.9584;53.1636;0.0000;12600.8256;7566.9420;0.0000;;L_8;54.2813;ByLayer;1.0000;ByLayer;ByLayer;12611.7840;7513.7784;0.0000;0.0000
1;Line;100.80;ByLayer;-10.1280;53.1023;0.0000;12611.7840;7513.7784;0.0000;;L_8;54.0595;ByLayer;1.0000;ByLayer;ByLayer;12621.9120;7460.6761;0.0000;0.0000
1;Line;95.19;ByLayer;-2.7597;30.3796;0.0000;12648.0261;7279.4965;0.0000;;L_8;30.5047;ByLayer;1.0000;ByLayer;ByLayer;12650.7858;7249.1170;0.0000;0.0000
1;Line;83.75;ByLayer;5.9509;54.3523;0.0000;12652.4514;7089.7149;0.0000;;L_8;54.6771;ByLayer;1.0000;ByLayer;ByLayer;12646.5006;7035.3627;0.0000;0.0000
1;Line;79.59;ByLayer;10.1708;55.3765;0.0000;12646.5006;7035.3627;0.0000;;L_8;56.3028;ByLayer;1.0000;ByLayer;ByLayer;12636.3297;6979.9861;0.0000;0.0000
1;Line;87.53;ByLayer;2.3111;53.5771;0.0000;12654.7625;7143.2920;0.0000;;L_8;53.6269;ByLayer;1.0000;ByLayer;ByLayer;12652.4514;7089.7149;0.0000;0.0000
1;Line;93.50;ByLayer;-3.2281;52.7740;0.0000;12650.7858;7249.1170;0.0000;;L_8;52.8726;ByLayer;1.0000;ByLayer;ByLayer;12654.0139;7196.3430;0.0000;0.0000
1;Line;90.81;ByLayer;-0.7486;53.0510;0.0000;12654.0139;7196.3430;0.0000;;L_8;53.0563;ByLayer;1.0000;ByLayer;ByLayer;12654.7625;7143.2920;0.0000;0.0000
1;Line;274.28;ByLayer;2.7667;-36.9666;0.0000;12085.7240;7089.1235;0.0000;;L_8;37.0699;ByLayer;1.0000;ByLayer;ByLayer;12082.9573;7126.0900;0.0000;0.0000
1;Line;274.75;ByLayer;3.0681;-36.9268;0.0000;12082.9573;7126.0900;0.0000;;L_8;37.0540;ByLayer;1.0000;ByLayer;ByLayer;12079.8893;7163.0168;0.0000;0.0000
1;Line;273.80;ByLayer;2.4587;-37.0369;0.0000;12088.1827;7052.0866;0.0000;;L_8;37.1184;ByLayer;1.0000;ByLayer;ByLayer;12085.7240;7089.1235;0.0000;0.0000
1;Line;272.80;ByLayer;1.8228;-37.2692;0.0000;12092.1495;6977.6796;0.0000;;L_8;37.3138;ByLayer;1.0000;ByLayer;ByLayer;12090.3267;7014.9488;0.0000;0.0000
1;Line;273.30;ByLayer;2.1440;-37.1378;0.0000;12090.3267;7014.9488;0.0000;;L_8;37.1996;ByLayer;1.0000;ByLayer;ByLayer;12088.1827;7052.0866;0.0000;0.0000
1;Line;275.20;ByLayer;3.3629;-36.9176;0.0000;12079.8893;7163.0168;0.0000;;L_8;37.0705;ByLayer;1.0000;ByLayer;ByLayer;12076.5264;7199.9345;0.0000;0.0000
1;Line;102.82;ByLayer;-12.1209;53.2495;0.0000;12577.0821;7673.4042;0.0000;;L_8;54.6116;ByLayer;1.0000;ByLayer;ByLayer;12589.2030;7620.1547;0.0000;0.0000
1;Line;102.32;ByLayer;-11.6227;53.2127;0.0000;12589.2030;7620.1547;0.0000;;L_8;54.4672;ByLayer;1.0000;ByLayer;ByLayer;12600.8256;7566.9420;0.0000;0.0000
1;Line;103.16;ByLayer;-12.4530;53.2740;0.0000;12564.6291;7726.6783;0.0000;;L_8;54.7101;ByLayer;1.0000;ByLayer;ByLayer;12577.0821;7673.4042;0.0000;0.0000
1;Line;275.64;ByLayer;3.6511;-36.9390;0.0000;12076.5264;7199.9345;0.0000;;L_8;37.1190;ByLayer;1.0000;ByLayer;ByLayer;12072.8753;7236.8734;0.0000;0.0000
1;Line;103.32;ByLayer;-12.6191;53.2863;0.0000;12552.0100;7779.9646;0.0000;;L_8;54.7601;ByLayer;1.0000;ByLayer;ByLayer;12564.6291;7726.6783;0.0000;0.0000
1;Line;76.07;ByLayer;8.5659;34.5412;0.0000;12636.3297;6979.9861;0.0000;;L_8;35.5875;ByLayer;1.0000;ByLayer;ByLayer;12627.7639;6945.4450;0.0000;0.0000
1;Line;262.03;ByLayer;-15.6029;-111.4756;0.0000;11979.0846;5510.6277;0.0000;;L_7;112.5622;ByLayer;1.0000;ByLayer;ByLayer;11994.6875;5622.1033;0.0000;0.0000
1;Line;262.28;ByLayer;-15.0631;-111.0683;0.0000;11994.6875;5622.1033;0.0000;;L_7;112.0851;ByLayer;1.0000;ByLayer;ByLayer;12009.7506;5733.1716;0.0000;0.0000
1;Line;261.86;ByLayer;-15.9861;-111.7646;0.0000;11963.0985;5398.8631;0.0000;;L_7;112.9021;ByLayer;1.0000;ByLayer;ByLayer;11979.0846;5510.6277;0.0000;0.0000
1;Line;342.49;ByLayer;52.9351;-16.7037;0.0000;12198.4252;6555.9372;0.0000;;L_8;55.5080;ByLayer;1.0000;ByLayer;ByLayer;12145.4901;6572.6409;0.0000;0.0000
1;Line;339.27;ByLayer;53.4672;-20.2346;0.0000;12145.4901;6572.6409;0.0000;;L_8;57.1680;ByLayer;1.0000;ByLayer;ByLayer;12092.0230;6592.8755;0.0000;0.0000
1;Line;262.60;ByLayer;-14.3666;-110.5429;0.0000;12009.7506;5733.1716;0.0000;;L_7;111.4726;ByLayer;1.0000;ByLayer;ByLayer;12024.1172;5843.7145;0.0000;0.0000
1;Line;264.67;ByLayer;-10.0141;-107.2594;0.0000;12061.4716;6171.0088;0.0000;;L_7;107.7258;ByLayer;1.0000;ByLayer;ByLayer;12071.4857;6278.2682;0.0000;0.0000
1;Line;265.40;ByLayer;-8.5344;-106.1430;0.0000;12071.4857;6278.2682;0.0000;;L_7;106.4856;ByLayer;1.0000;ByLayer;ByLayer;12080.0201;6384.4112;0.0000;0.0000
1;Line;264.02;ByLayer;-11.3372;-108.2575;0.0000;12050.1343;6062.7513;0.0000;;L_7;108.8495;ByLayer;1.0000;ByLayer;ByLayer;12061.4716;6171.0088;0.0000;0.0000
1;Line;262.99;ByLayer;-13.5135;-109.8993;0.0000;12024.1172;5843.7145;0.0000;;L_7;110.7270;ByLayer;1.0000;ByLayer;ByLayer;12037.6307;5953.6138;0.0000;0.0000
1;Line;263.46;ByLayer;-12.5037;-109.1375;0.0000;12037.6307;5953.6138;0.0000;;L_7;109.8514;ByLayer;1.0000;ByLayer;ByLayer;12050.1343;6062.7513;0.0000;0.0000
1;Line;57.28;ByLayer;33.0473;51.4445;0.0000;12547.7485;6754.1606;0.0000;;L_8;61.1446;ByLayer;1.0000;ByLayer;ByLayer;12514.7012;6702.7160;0.0000;0.0000
1;Line;51.73;ByLayer;36.7487;46.5776;0.0000;12514.7012;6702.7160;0.0000;;L_8;59.3291;ByLayer;1.0000;ByLayer;ByLayer;12477.9526;6656.1385;0.0000;0.0000
1;Line;62.13;ByLayer;29.0145;54.8772;0.0000;12576.7630;6809.0377;0.0000;;L_8;62.0753;ByLayer;1.0000;ByLayer;ByLayer;12547.7485;6754.1606;0.0000;0.0000
1;Line;71.67;ByLayer;26.3507;79.5318;0.0000;12627.7639;6945.4450;0.0000;;L_8;83.7834;ByLayer;1.0000;ByLayer;ByLayer;12601.4132;6865.9132;0.0000;0.0000
1;Line;66.57;ByLayer;24.6502;56.8755;0.0000;12601.4132;6865.9132;0.0000;;L_8;61.9875;ByLayer;1.0000;ByLayer;ByLayer;12576.7630;6809.0377;0.0000;0.0000
1;Line;45.11;ByLayer;40.1186;40.2763;0.0000;12477.9526;6656.1385;0.0000;;L_8;56.8479;ByLayer;1.0000;ByLayer;ByLayer;12437.8340;6615.8622;0.0000;0.0000
1;Line;358.12;ByLayer;29.3940;-0.9651;0.0000;12279.6901;6545.3300;0.0000;;L_8;29.4099;ByLayer;1.0000;ByLayer;ByLayer;12250.2961;6546.2952;0.0000;0.0000
1;Line;349.47;ByLayer;51.8709;-9.6420;0.0000;12250.2961;6546.2952;0.0000;;L_8;52.7595;ByLayer;1.0000;ByLayer;ByLayer;12198.4252;6555.9372;0.0000;0.0000
1;Line;11.94;ByLayer;69.1227;14.6208;0.0000;12348.8129;6559.9508;0.0000;;L_8;70.6521;ByLayer;1.0000;ByLayer;ByLayer;12279.6901;6545.3300;0.0000;0.0000
1;Line;37.02;ByLayer;43.1571;32.5407;0.0000;12437.8340;6615.8622;0.0000;;L_8;54.0502;ByLayer;1.0000;ByLayer;ByLayer;12394.6769;6583.3215;0.0000;0.0000
1;Line;27.00;ByLayer;45.8641;23.3707;0.0000;12394.6769;6583.3215;0.0000;;L_8;51.4752;ByLayer;1.0000;ByLayer;ByLayer;12348.8129;6559.9508;0.0000;0.0000
1;Line;73.68;ByLayer;6.4106;21.8913;0.0000;12409.3802;7296.0538;0.0000;;L_9;22.8106;ByLayer;1.0000;ByLayer;ByLayer;12402.9696;7274.1625;0.0000;0.0000
1;Line;70.16;ByLayer;7.3733;20.4351;0.0000;12402.9696;7274.1625;0.0000;;L_9;21.7246;ByLayer;1.0000;ByLayer;ByLayer;12395.5963;7253.7274;0.0000;0.0000
1;Line;76.58;ByLayer;5.5218;23.1406;0.0000;12414.9020;7319.1944;0.0000;;L_9;23.7903;ByLayer;1.0000;ByLayer;ByLayer;12409.3802;7296.0538;0.0000;0.0000
1;Line;80.99;ByLayer;3.9657;25.0186;0.0000;12423.5745;7368.3961;0.0000;;L_9;25.3310;ByLayer;1.0000;ByLayer;ByLayer;12419.6088;7343.3775;0.0000;0.0000
1;Line;78.99;ByLayer;4.7068;24.1831;0.0000;12419.6088;7343.3775;0.0000;;L_9;24.6369;ByLayer;1.0000;ByLayer;ByLayer;12414.9020;7319.1944;0.0000;0.0000
1;Line;65.87;ByLayer;8.4098;18.7720;0.0000;12395.5963;7253.7274;0.0000;;L_9;20.5697;ByLayer;1.0000;ByLayer;ByLayer;12387.1865;7234.9554;0.0000;0.0000
1;Line;37.09;ByLayer;13.2943;10.0507;0.0000;12354.9996;7190.6870;0.0000;;L_9;16.6659;ByLayer;1.0000;ByLayer;ByLayer;12341.7053;7180.6363;0.0000;0.0000
1;Line;27.74;ByLayer;11.4690;6.0327;0.0000;12341.7053;7180.6363;0.0000;;L_9;12.9588;ByLayer;1.0000;ByLayer;ByLayer;12330.2363;7174.6037;0.0000;0.0000
1;Line;46.35;ByLayer;11.9624;12.5413;0.0000;12366.9620;7203.2283;0.0000;;L_9;17.3316;ByLayer;1.0000;ByLayer;ByLayer;12354.9996;7190.6870;0.0000;0.0000
1;Line;60.61;ByLayer;9.5202;16.9020;0.0000;12387.1865;7234.9554;0.0000;;L_9;19.3987;ByLayer;1.0000;ByLayer;ByLayer;12377.6663;7218.0534;0.0000;0.0000
1;Line;54.17;ByLayer;10.7044;14.8251;0.0000;12377.6663;7218.0534;0.0000;;L_9;18.2857;ByLayer;1.0000;ByLayer;ByLayer;12366.9620;7203.2283;0.0000;0.0000
1;Line;88.71;ByLayer;0.5578;24.7152;0.0000;12437.3058;7574.3821;0.0000;;L_9;24.7215;ByLayer;1.0000;ByLayer;ByLayer;12436.7481;7549.6669;0.0000;0.0000
1;Line;88.03;ByLayer;1.2878;37.4321;0.0000;12436.7481;7549.6669;0.0000;;L_9;37.4542;ByLayer;1.0000;ByLayer;ByLayer;12435.4602;7512.2349;0.0000;0.0000
1;Line;89.27;ByLayer;0.3112;24.2595;0.0000;12437.6170;7598.6416;0.0000;;L_9;24.2615;ByLayer;1.0000;ByLayer;ByLayer;12437.3058;7574.3821;0.0000;0.0000
1;Line;90.41;ByLayer;-0.1662;23.4180;0.0000;12437.5207;7645.8866;0.0000;;L_9;23.4186;ByLayer;1.0000;ByLayer;ByLayer;12437.6869;7622.4686;0.0000;0.0000
1;Line;89.83;ByLayer;0.0699;23.8270;0.0000;12437.6869;7622.4686;0.0000;;L_9;23.8271;ByLayer;1.0000;ByLayer;ByLayer;12437.6170;7598.6416;0.0000;0.0000
1;Line;87.49;ByLayer;0.5900;13.4537;0.0000;12435.4602;7512.2349;0.0000;;L_9;13.4666;ByLayer;1.0000;ByLayer;ByLayer;12434.8702;7498.7812;0.0000;0.0000
1;Line;84.08;ByLayer;2.7049;26.0690;0.0000;12429.5778;7420.1124;0.0000;;L_9;26.2090;ByLayer;1.0000;ByLayer;ByLayer;12426.8728;7394.0434;0.0000;0.0000
1;Line;82.67;ByLayer;3.2984;25.6473;0.0000;12426.8728;7394.0434;0.0000;;L_9;25.8585;ByLayer;1.0000;ByLayer;ByLayer;12423.5745;7368.3961;0.0000;0.0000
1;Line;85.25;ByLayer;2.1853;26.2839;0.0000;12431.7631;7446.3963;0.0000;;L_9;26.3746;ByLayer;1.0000;ByLayer;ByLayer;12429.5778;7420.1124;0.0000;0.0000
1;Line;87.00;ByLayer;1.3676;26.0930;0.0000;12434.8702;7498.7812;0.0000;;L_9;26.1288;ByLayer;1.0000;ByLayer;ByLayer;12433.5026;7472.6882;0.0000;0.0000
1;Line;86.21;ByLayer;1.7395;26.2919;0.0000;12433.5026;7472.6882;0.0000;;L_9;26.3494;ByLayer;1.0000;ByLayer;ByLayer;12431.7631;7446.3963;0.0000;0.0000
1;Line;16.95;ByLayer;19.3532;5.8998;0.0000;12330.2363;7174.6037;0.0000;;L_9;20.2325;ByLayer;1.0000;ByLayer;ByLayer;12310.8831;7168.7038;0.0000;0.0000
1;Line;102.32;ByLayer;-11.6227;53.2127;0.0000;12589.2030;7620.1547;0.0000;;L_7;54.4672;ByLayer;1.0000;ByLayer;ByLayer;12600.8256;7566.9420;0.0000;0.0000
1;Line;101.65;ByLayer;-10.9584;53.1636;0.0000;12600.8256;7566.9420;0.0000;;L_7;54.2813;ByLayer;1.0000;ByLayer;ByLayer;12611.7840;7513.7784;0.0000;0.0000
1;Line;102.82;ByLayer;-12.1209;53.2495;0.0000;12577.0821;7673.4042;0.0000;;L_7;54.6116;ByLayer;1.0000;ByLayer;ByLayer;12589.2030;7620.1547;0.0000;0.0000
1;Line;103.32;ByLayer;-12.6191;53.2863;0.0000;12552.0100;7779.9646;0.0000;;L_7;54.7601;ByLayer;1.0000;ByLayer;ByLayer;12564.6291;7726.6783;0.0000;0.0000
1;Line;103.16;ByLayer;-12.4530;53.2740;0.0000;12564.6291;7726.6783;0.0000;;L_7;54.7101;ByLayer;1.0000;ByLayer;ByLayer;12577.0821;7673.4042;0.0000;0.0000
1;Line;100.80;ByLayer;-10.1280;53.1023;0.0000;12611.7840;7513.7784;0.0000;;L_7;54.0595;ByLayer;1.0000;ByLayer;ByLayer;12621.9120;7460.6761;0.0000;0.0000
1;Line;95.19;ByLayer;-2.7597;30.3796;0.0000;12648.0261;7279.4965;0.0000;;L_7;30.5047;ByLayer;1.0000;ByLayer;ByLayer;12650.7858;7249.1170;0.0000;0.0000
1;Line;93.50;ByLayer;-3.2281;52.7740;0.0000;12650.7858;7249.1170;0.0000;;L_7;52.8726;ByLayer;1.0000;ByLayer;ByLayer;12654.0139;7196.3430;0.0000;0.0000
1;Line;96.83;ByLayer;-9.0134;75.2079;0.0000;12639.0127;7354.7045;0.0000;;L_7;75.7461;ByLayer;1.0000;ByLayer;ByLayer;12648.0261;7279.4965;0.0000;0.0000
1;Line;99.77;ByLayer;-9.1316;53.0287;0.0000;12621.9120;7460.6761;0.0000;;L_7;53.8092;ByLayer;1.0000;ByLayer;ByLayer;12631.0436;7407.6474;0.0000;0.0000
1;Line;98.56;ByLayer;-7.9691;52.9429;0.0000;12631.0436;7407.6474;0.0000;;L_7;53.5393;ByLayer;1.0000;ByLayer;ByLayer;12639.0127;7354.7045;0.0000;0.0000
1;Line;348.19;ByLayer;20.6780;-4.3232;0.0000;12255.0829;7169.4918;0.0000;;L_9;21.1251;ByLayer;1.0000;ByLayer;ByLayer;12234.4049;7173.8150;0.0000;0.0000
1;Line;344.51;ByLayer;21.5172;-5.9630;0.0000;12234.4049;7173.8150;0.0000;;L_9;22.3282;ByLayer;1.0000;ByLayer;ByLayer;12212.8877;7179.7780;0.0000;0.0000
1;Line;352.92;ByLayer;19.7190;-2.4491;0.0000;12274.8019;7167.0427;0.0000;;L_9;19.8705;ByLayer;1.0000;ByLayer;ByLayer;12255.0829;7169.4918;0.0000;0.0000
1;Line;6.55;ByLayer;17.4412;2.0019;0.0000;12310.8831;7168.7038;0.0000;;L_9;17.5557;ByLayer;1.0000;ByLayer;ByLayer;12293.4419;7166.7020;0.0000;0.0000
1;Line;358.95;ByLayer;18.6400;-0.3407;0.0000;12293.4419;7166.7020;0.0000;;L_9;18.6431;ByLayer;1.0000;ByLayer;ByLayer;12274.8019;7167.0427;0.0000;0.0000
1;Line;341.67;ByLayer;22.2365;-7.3685;0.0000;12212.8877;7179.7780;0.0000;;L_9;23.4256;ByLayer;1.0000;ByLayer;ByLayer;12190.6512;7187.1465;0.0000;0.0000
1;Line;336.00;ByLayer;23.9148;-10.6482;0.0000;12120.8248;7215.3428;0.0000;;L_9;26.1783;ByLayer;1.0000;ByLayer;ByLayer;12096.9100;7225.9910;0.0000;0.0000
1;Line;335.64;ByLayer;24.0347;-10.8824;0.0000;12096.9100;7225.9910;0.0000;;L_9;26.3836;ByLayer;1.0000;ByLayer;ByLayer;12072.8753;7236.8734;0.0000;0.0000
1;Line;336.73;ByLayer;23.6751;-10.1796;0.0000;12144.4999;7205.1632;0.0000;;L_9;25.7708;ByLayer;1.0000;ByLayer;ByLayer;12120.8248;7215.3428;0.0000;0.0000
1;Line;339.50;ByLayer;22.8359;-8.5398;0.0000;12190.6512;7187.1465;0.0000;;L_9;24.3805;ByLayer;1.0000;ByLayer;ByLayer;12167.8153;7195.6863;0.0000;0.0000
1;Line;337.88;ByLayer;23.3154;-9.4769;0.0000;12167.8153;7195.6863;0.0000;;L_9;25.1678;ByLayer;1.0000;ByLayer;ByLayer;12144.4999;7205.1632;0.0000;0.0000
1;Line;103.06;ByLayer;-4.8899;21.0724;0.0000;12343.8935;8291.7487;0.0000;;L_9;21.6323;ByLayer;1.0000;ByLayer;ByLayer;12348.7834;8270.6763;0.0000;0.0000
1;Line;102.91;ByLayer;-4.8145;21.0065;0.0000;12348.7834;8270.6763;0.0000;;L_9;21.5512;ByLayer;1.0000;ByLayer;ByLayer;12353.5979;8249.6698;0.0000;0.0000
1;Line;103.21;ByLayer;-4.9602;21.1339;0.0000;12338.9333;8312.8826;0.0000;;L_9;21.7082;ByLayer;1.0000;ByLayer;ByLayer;12343.8935;8291.7487;0.0000;0.0000
1;Line;103.46;ByLayer;-5.0857;21.2437;0.0000;12328.8222;8355.3174;0.0000;;L_9;21.8440;ByLayer;1.0000;ByLayer;ByLayer;12333.9079;8334.0737;0.0000;0.0000
1;Line;103.34;ByLayer;-5.0254;21.1910;0.0000;12333.9079;8334.0737;0.0000;;L_9;21.7788;ByLayer;1.0000;ByLayer;ByLayer;12338.9333;8312.8826;0.0000;0.0000
1;Line;102.74;ByLayer;-4.7342;20.9362;0.0000;12353.5979;8249.6698;0.0000;;L_9;21.4648;ByLayer;1.0000;ByLayer;ByLayer;12358.3320;8228.7336;0.0000;0.0000
1;Line;101.95;ByLayer;-4.3625;20.6111;0.0000;12372.0022;8166.3906;0.0000;;L_9;21.0678;ByLayer;1.0000;ByLayer;ByLayer;12376.3648;8145.7795;0.0000;0.0000
1;Line;101.72;ByLayer;-4.2571;20.5189;0.0000;12376.3648;8145.7795;0.0000;;L_9;20.9558;ByLayer;1.0000;ByLayer;ByLayer;12380.6218;8125.2606;0.0000;0.0000
1;Line;102.17;ByLayer;-4.4630;20.6990;0.0000;12367.5392;8187.0896;0.0000;;L_9;21.1747;ByLayer;1.0000;ByLayer;ByLayer;12372.0022;8166.3906;0.0000;0.0000
1;Line;102.56;ByLayer;-4.6488;20.8615;0.0000;12358.3320;8228.7336;0.0000;;L_9;21.3732;ByLayer;1.0000;ByLayer;ByLayer;12362.9808;8207.8721;0.0000;0.0000
1;Line;102.37;ByLayer;-4.5584;20.7825;0.0000;12362.9808;8207.8721;0.0000;;L_9;21.2765;ByLayer;1.0000;ByLayer;ByLayer;12367.5392;8187.0896;0.0000;0.0000
1;Line;104.06;ByLayer;-5.3870;21.5073;0.0000;12286.5697;8526.6379;0.0000;;L_9;22.1717;ByLayer;1.0000;ByLayer;ByLayer;12291.9567;8505.1305;0.0000;0.0000
1;Line;104.02;ByLayer;-5.3669;21.4897;0.0000;12291.9567;8505.1305;0.0000;;L_9;22.1498;ByLayer;1.0000;ByLayer;ByLayer;12297.3236;8483.6408;0.0000;0.0000
1;Line;104.09;ByLayer;-5.4021;21.5205;0.0000;12281.1676;8548.1583;0.0000;;L_9;22.1882;ByLayer;1.0000;ByLayer;ByLayer;12286.5697;8526.6379;0.0000;0.0000
1;Line;104.12;ByLayer;-5.4172;21.5337;0.0000;12270.3383;8591.2213;0.0000;;L_9;22.2046;ByLayer;1.0000;ByLayer;ByLayer;12275.7554;8569.6876;0.0000;0.0000
1;Line;104.11;ByLayer;-5.4121;21.5293;0.0000;12275.7554;8569.6876;0.0000;;L_9;22.1991;ByLayer;1.0000;ByLayer;ByLayer;12281.1676;8548.1583;0.0000;0.0000
1;Line;103.97;ByLayer;-5.3418;21.4678;0.0000;12297.3236;8483.6408;0.0000;;L_9;22.1224;ByLayer;1.0000;ByLayer;ByLayer;12302.6655;8462.1730;0.0000;0.0000
1;Line;103.67;ByLayer;-5.1912;21.3360;0.0000;12318.4901;8397.9454;0.0000;;L_9;21.9584;ByLayer;1.0000;ByLayer;ByLayer;12323.6812;8376.6094;0.0000;0.0000
1;Line;103.57;ByLayer;-5.1410;21.2921;0.0000;12323.6812;8376.6094;0.0000;;L_9;21.9039;ByLayer;1.0000;ByLayer;ByLayer;12328.8222;8355.3174;0.0000;0.0000
1;Line;103.76;ByLayer;-5.2364;21.3755;0.0000;12313.2537;8419.3209;0.0000;;L_9;22.0076;ByLayer;1.0000;ByLayer;ByLayer;12318.4901;8397.9454;0.0000;0.0000
1;Line;103.91;ByLayer;-5.3117;21.4414;0.0000;12302.6655;8462.1730;0.0000;;L_9;22.0896;ByLayer;1.0000;ByLayer;ByLayer;12307.9772;8440.7316;0.0000;0.0000
1;Line;103.84;ByLayer;-5.2765;21.4107;0.0000;12307.9772;8440.7316;0.0000;;L_9;22.0513;ByLayer;1.0000;ByLayer;ByLayer;12313.2537;8419.3209;0.0000;0.0000
1;Line;101.48;ByLayer;-4.1466;20.4222;0.0000;12380.6218;8125.2606;0.0000;;L_9;20.8390;ByLayer;1.0000;ByLayer;ByLayer;12384.7684;8104.8384;0.0000;0.0000
1;Line;95.08;ByLayer;-1.8657;20.9859;0.0000;12428.3230;7821.3054;0.0000;;L_9;21.0687;ByLayer;1.0000;ByLayer;ByLayer;12430.1886;7800.3195;0.0000;0.0000
1;Line;94.51;ByLayer;-1.6716;21.2082;0.0000;12430.1886;7800.3195;0.0000;;L_9;21.2740;ByLayer;1.0000;ByLayer;ByLayer;12431.8603;7779.1113;0.0000;0.0000
1;Line;95.64;ByLayer;-2.0545;20.7870;0.0000;12426.2685;7842.0924;0.0000;;L_9;20.8882;ByLayer;1.0000;ByLayer;ByLayer;12428.3230;7821.3054;0.0000;0.0000
1;Line;96.74;ByLayer;-2.4163;20.4591;0.0000;12421.6141;7883.1628;0.0000;;L_9;20.6013;ByLayer;1.0000;ByLayer;ByLayer;12424.0304;7862.7037;0.0000;0.0000
1;Line;96.20;ByLayer;-2.2380;20.6114;0.0000;12424.0304;7862.7037;0.0000;;L_9;20.7325;ByLayer;1.0000;ByLayer;ByLayer;12426.2685;7842.0924;0.0000;0.0000
1;Line;93.93;ByLayer;-1.4723;21.4538;0.0000;12431.8603;7779.1113;0.0000;;L_9;21.5043;ByLayer;1.0000;ByLayer;ByLayer;12433.3326;7757.6575;0.0000;0.0000
1;Line;91.57;ByLayer;-0.6226;22.6699;0.0000;12436.5012;7691.5887;0.0000;;L_9;22.6784;ByLayer;1.0000;ByLayer;ByLayer;12437.1237;7668.9188;0.0000;0.0000
1;Line;90.99;ByLayer;-0.3970;23.0322;0.0000;12437.1237;7668.9188;0.0000;;L_9;23.0357;ByLayer;1.0000;ByLayer;ByLayer;12437.5207;7645.8866;0.0000;0.0000
1;Line;92.16;ByLayer;-0.8429;22.3308;0.0000;12435.6583;7713.9195;0.0000;;L_9;22.3467;ByLayer;1.0000;ByLayer;ByLayer;12436.5012;7691.5887;0.0000;0.0000
1;Line;93.34;ByLayer;-1.2678;21.7228;0.0000;12433.3326;7757.6575;0.0000;;L_9;21.7598;ByLayer;1.0000;ByLayer;ByLayer;12434.6003;7735.9347;0.0000;0.0000
1;Line;92.75;ByLayer;-1.0579;22.0151;0.0000;12434.6003;7735.9347;0.0000;;L_9;22.0406;ByLayer;1.0000;ByLayer;ByLayer;12435.6583;7713.9195;0.0000;0.0000
1;Line;100.31;ByLayer;-3.6537;20.0817;0.0000;12396.4948;8044.1568;0.0000;;L_9;20.4114;ByLayer;1.0000;ByLayer;ByLayer;12400.1485;8024.0751;0.0000;0.0000
1;Line;99.95;ByLayer;-3.5174;20.0472;0.0000;12400.1485;8024.0751;0.0000;;L_9;20.3534;ByLayer;1.0000;ByLayer;ByLayer;12403.6659;8004.0279;0.0000;0.0000
1;Line;100.64;ByLayer;-3.7847;20.1396;0.0000;12392.7100;8064.2964;0.0000;;L_9;20.4921;ByLayer;1.0000;ByLayer;ByLayer;12396.4948;8044.1568;0.0000;0.0000
1;Line;101.22;ByLayer;-3.9097;19.7021;0.0000;12384.7684;8104.8384;0.0000;;L_9;20.0863;ByLayer;1.0000;ByLayer;ByLayer;12388.6782;8085.1363;0.0000;0.0000
1;Line;100.95;ByLayer;-4.0319;20.8399;0.0000;12388.6782;8085.1363;0.0000;;L_9;21.2263;ByLayer;1.0000;ByLayer;ByLayer;12392.7100;8064.2964;0.0000;0.0000
1;Line;99.56;ByLayer;-3.3759;20.0360;0.0000;12403.6659;8004.0279;0.0000;;L_9;20.3184;ByLayer;1.0000;ByLayer;ByLayer;12407.0417;7983.9920;0.0000;0.0000
1;Line;97.76;ByLayer;-2.7572;20.2247;0.0000;12416.2675;7923.7177;0.0000;;L_9;20.4117;ByLayer;1.0000;ByLayer;ByLayer;12419.0247;7903.4931;0.0000;0.0000
